,name,modelDate,manufacturer,model,color,imageUrl,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,itemReviewed,reviewRating,author,publisher,Price,desc_new,Trim
357,2013 Ford Mustang,2013.0,Ford,Mustang,Red,,Ford,"Used 2013 Ford Mustang V6 with 48167 miles - $20,990",48167.0,2002370718.0,1ZVBP8AMXD5269438,,,,," $20,990",2013 Ford Mustang V6,V6
358,2018 Ford Mustang,2018.0,Ford,Mustang,Red,,Ford,"Used 2018 Ford Mustang EcoBoost with 56000 miles - $25,990",56000.0,2002380022.0,1FATP8UH3J5167180,,,,," $25,990",2018 Ford Mustang EcoBoost,EcoBoost
359,2018 Ford Mustang,2018.0,Ford,Mustang,Red,,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 67488 miles - $24,990",67488.0,2002345331.0,1FATP8UH3J5132459,,,,," $24,990",2018 Ford Mustang EcoBoost Premium,EcoBoost Premium
360,2014 Ford Mustang,2014.0,Ford,Mustang,Silver,,Ford,"Used 2014 Ford Mustang V6 Premium with 48076 miles - $21,590",48076.0,2002351260.0,1ZVBP8EM1E5292456,,,,," $21,590",2014 Ford Mustang V6 Premium,V6 Premium
361,2020 Ford Mustang,2020.0,Ford,Mustang,Silver,,Ford,"Used 2020 Ford Mustang EcoBoost with 56443 miles - $25,990",56443.0,2002325194.0,1FATP8UH6L5120678,,,,," $25,990",2020 Ford Mustang EcoBoost,EcoBoost
362,2021 Ford Mustang,2021.0,Ford,Mustang,Silver,,Ford,"Used 2021 Ford Mustang EcoBoost with 61632 miles - $26,990",61632.0,2002361294.0,1FATP8UH2M5107024,,,,," $26,990",2021 Ford Mustang EcoBoost,EcoBoost
363,2016 Ford Mustang,2016.0,Ford,Mustang,Black,,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 76778 miles - $23,590",76778.0,2002250983.0,1FATP8UHXG5280827,,,,," $23,590",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
364,2015 Ford Mustang,2015.0,Ford,Mustang,Silver,,Ford,"Used 2015 Ford Mustang V6 with 65076 miles - $22,990",65076.0,2002347425.0,1FA6P8AM4F5336810,,,,," $22,990",2015 Ford Mustang V6,V6
365,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 75162 miles - $23,990",75162.0,2002303854.0,1FATP8UH4G5307973,,,,," $23,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
366,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 73433 miles - $22,990",73433.0,2002361982.0,1FATP8UH2G5243383,,,,," $22,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
367,2020 Ford Mustang,2020.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002244042/post-large/normalized/zoomcrop/2002244042-edc-02.jpg,Ford,"Used 2020 Ford Mustang GT with 10812 miles - $35,590",10812.0,2002244042.0,1FA6P8CF3L5158561,,,,," $35,590",2020 Ford Mustang GT,GT
368,2015 Ford Mustang,2015.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002313164/post-large/normalized/zoomcrop/2002313164-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost with 92753 miles - $20,990",92753.0,2002313164.0,1FA6P8TH5F5335469,,,,," $20,990",2015 Ford Mustang EcoBoost,EcoBoost
369,2016 Ford Mustang,2016.0,Ford,Mustang,Other,//cdnblob.fastly.carvana.io/2002147869/post-large/normalized/zoomcrop/2002147869-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 52371 miles - $23,990",52371.0,2002147869.0,1FATP8UH0G5281761,,,,," $23,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
370,2014 Ford Mustang,2014.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002349789/post-large/normalized/zoomcrop/2002349789-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT Premium with 7493 miles - $35,990",7493.0,2002349789.0,1ZVBP8CF7E5278114,,,,," $35,990",2014 Ford Mustang GT Premium,GT Premium
371,2015 Ford Mustang,2015.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002332622/post-large/normalized/zoomcrop/2002332622-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost Premium with 55086 miles - $23,990",55086.0,2002332622.0,1FA6P8THXF5351182,,,,," $23,990",2015 Ford Mustang EcoBoost Premium,EcoBoost Premium
374,2015 Ford Mustang,2015.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002313164/post-large/normalized/zoomcrop/2002313164-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost with 92753 miles - $20,990",92753.0,2002313164.0,1FA6P8TH5F5335469,,,,," $20,990",2015 Ford Mustang EcoBoost,EcoBoost
375,2022 Ford Mustang,2022.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002282658/post-large/normalized/zoomcrop/2002282658-edc-02.jpg,Ford,"Used 2022 Ford Mustang GT with 35 miles - $42,590",35.0,2002282658.0,1FA6P8CF6N5121653,,,,," $42,590",2022 Ford Mustang GT,GT
376,2009 Ford Mustang,2009.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002132530/post-large/normalized/zoomcrop/2002132530-edc-02.jpg,Ford,"Used 2009 Ford Mustang GT Premium with 27214 miles - $20,990",27214.0,2002132530.0,1ZVHT82HX95120803,,,,," $20,990",2009 Ford Mustang GT Premium,GT Premium
377,2013 Ford Mustang,2013.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002259366/post-large/normalized/zoomcrop/2002259366-edc-02.jpg,Ford,"Used 2013 Ford Mustang Boss 302 with 15444 miles - $38,990",15444.0,2002259366.0,1ZVBP8CU4D5282831,,,,," $38,990",2013 Ford Mustang Boss 302,Boss 302
378,2021 Ford Mustang,2021.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002326027/post-large/normalized/zoomcrop/2002326027-edc-02.jpg,Ford,"Used 2021 Ford Mustang EcoBoost Premium with 8343 miles - $33,990",8343.0,2002326027.0,1FA6P8TH5M5126567,,,,," $33,990",2021 Ford Mustang EcoBoost Premium,EcoBoost Premium
379,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002295385/post-large/normalized/zoomcrop/2002295385-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 82258 miles - $17,990",82258.0,2002295385.0,1ZVBP8AM5E5256338,,,,," $17,990",2014 Ford Mustang V6,V6
380,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002244820/post-large/normalized/zoomcrop/2002244820-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 98382 miles - $16,590",98382.0,2002244820.0,1ZVBP8EM9E5213311,,,,," $16,590",2014 Ford Mustang V6,V6
381,2019 Ford Mustang,2019.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002204743/post-large/normalized/zoomcrop/2002204743-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost Premium with 44396 miles - $25,590",44396.0,2002204743.0,1FATP8UH6K5126298,,,,," $25,590",2019 Ford Mustang EcoBoost Premium,EcoBoost Premium
382,2016 Ford Mustang,2016.0,Ford,Mustang,Other,//cdnblob.fastly.carvana.io/2002328668/post-large/normalized/zoomcrop/2002328668-edc-02.jpg,Ford,"Used 2016 Ford Mustang V6 with 58333 miles - $21,990",58333.0,2002328668.0,1FA6P8AM0G5264876,,,,," $21,990",2016 Ford Mustang V6,V6
383,2019 Ford Mustang,2019.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002254805/post-large/normalized/zoomcrop/2002254805-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT Premium with 14234 miles - $42,590",14234.0,2002254805.0,1FA6P8CF9K5129581,,,,," $42,590",2019 Ford Mustang GT Premium,GT Premium
384,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002217531/post-large/normalized/zoomcrop/2002217531-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost with 25473 miles - $22,590",25473.0,2002217531.0,1FA6P8TH1G5216030,,,,," $22,590",2016 Ford Mustang EcoBoost,EcoBoost
385,2018 Ford Mustang,2018.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002279274/post-large/normalized/zoomcrop/2002279274-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 20392 miles - $37,590",20392.0,2002279274.0,1FA6P8CF8J5183498,,,,," $37,590",2018 Ford Mustang GT Premium,GT Premium
386,2012 Ford Mustang,2012.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002280694/post-large/2002280694-edc-02-search.jpg,Ford,"Used 2012 Ford Mustang base with 20052 miles - $18,990",20052.0,2002280694.0,1ZVBP8AM2C5283736,,,,," $18,990",2012 Ford Mustang base,base
387,2013 Ford Mustang,2013.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002124910/post-large/normalized/zoomcrop/2002124910-edc-02.jpg,Ford,"Used 2013 Ford Mustang V6 Premium with 57856 miles - $17,590",57856.0,2002124910.0,1ZVBP8AM1D5228972,,,,," $17,590",2013 Ford Mustang V6 Premium,V6 Premium
388,2016 Ford Mustang,2016.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002320355/post-large/normalized/zoomcrop/2002320355-edc-02.jpg,Ford,"Used 2016 Ford Mustang V6 with 85068 miles - $19,990",85068.0,2002320355.0,1FA6P8AM1G5210373,,,,," $19,990",2016 Ford Mustang V6,V6
389,2019 Ford Mustang,2019.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002295446/post-large/normalized/zoomcrop/2002295446-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT with 30767 miles - $35,990",30767.0,2002295446.0,1FA6P8CF7K5185406,,,,," $35,990",2019 Ford Mustang GT,GT
390,2014 Ford Mustang,2014.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2001892325/post-large/normalized/zoomcrop/2001892325-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 69344 miles - $20,590",69344.0,2001892325.0,1ZVBP8AMXE5221617,,,,," $20,590",2014 Ford Mustang V6,V6
391,2018 Ford Mustang,2018.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002295412/post-large/normalized/zoomcrop/2002295412-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 31255 miles - $37,590",31255.0,2002295412.0,1FA6P8CF2J5126309,,,,," $37,590",2018 Ford Mustang GT Premium,GT Premium
392,2017 Ford Mustang,2017.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002337508/post-large/normalized/zoomcrop/2002337508-edc-02.jpg,Ford,"Used 2017 Ford Mustang V6 with 36386 miles - $26,590",36386.0,2002337508.0,1FA6P8AM8H5208993,,,,," $26,590",2017 Ford Mustang V6,V6
393,2016 Ford Mustang,2016.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002303865/post-large/normalized/zoomcrop/2002303865-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 72071 miles - $22,590",72071.0,2002303865.0,1FA6P8TH7G5280511,,,,," $22,590",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
396,2014 Ford Mustang,2014.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002291948/post-large/normalized/zoomcrop/2002291948-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT with 68745 miles - $26,590",68745.0,2002291948.0,1ZVBP8CF3E5330841,,,,," $26,590",2014 Ford Mustang GT,GT
397,2019 Ford Mustang,2019.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002299227/post-large/normalized/zoomcrop/2002299227-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost with 34118 miles - $25,590",34118.0,2002299227.0,1FA6P8THXK5117988,,,,," $25,590",2019 Ford Mustang EcoBoost,EcoBoost
398,2019 Ford Mustang,2019.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002304450/post-large/normalized/zoomcrop/2002304450-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost with 42775 miles - $25,590",42775.0,2002304450.0,1FA6P8TH3K5105956,,,,," $25,590",2019 Ford Mustang EcoBoost,EcoBoost
399,2017 Ford Mustang,2017.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002331938/post-large/normalized/zoomcrop/2002331938-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost with 82087 miles - $21,590",82087.0,2002331938.0,1FA6P8THXH5225018,,,,," $21,590",2017 Ford Mustang EcoBoost,EcoBoost
400,2013 Ford Mustang,2013.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002248818/post-large/normalized/zoomcrop/2002248818-edc-02.jpg,Ford,"Used 2013 Ford Mustang V6 Premium with 97228 miles - $16,590",97228.0,2002248818.0,1ZVBP8EM2D5209521,,,,," $16,590",2013 Ford Mustang V6 Premium,V6 Premium
401,2019 Ford Mustang,2019.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002279030/post-large/normalized/zoomcrop/2002279030-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT Premium with 9457 miles - $39,990",9457.0,2002279030.0,1FA6P8CF5K5157832,,,,," $39,990",2019 Ford Mustang GT Premium,GT Premium
402,2017 Ford Mustang,2017.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002277518/post-large/normalized/zoomcrop/2002277518-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 35083 miles - $25,990",35083.0,2002277518.0,1FA6P8TH7H5328056,,,,," $25,990",2017 Ford Mustang EcoBoost Premium,EcoBoost Premium
403,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002331813/post-large/normalized/zoomcrop/2002331813-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 83315 miles - $17,990",83315.0,2002331813.0,1ZVBP8EM1E5326945,,,,," $17,990",2014 Ford Mustang V6,V6
404,2016 Ford Mustang,2016.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002206789/post-large/normalized/zoomcrop/2002206789-edc-02.jpg,Ford,"Used 2016 Ford Mustang GT Premium with 61205 miles - $27,590",61205.0,2002206789.0,1FATP8FF9G5212742,,,,," $27,590",2016 Ford Mustang GT Premium,GT Premium
405,2009 Ford Mustang,2009.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002321743/post-large/normalized/zoomcrop/2002321743-edc-02.jpg,Ford,"Used 2009 Ford Mustang GT Premium with 64104 miles - $21,590",64104.0,2002321743.0,1ZVHT82H495142330,,,,," $21,590",2009 Ford Mustang GT Premium,GT Premium
406,2016 Ford Mustang,2016.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002337256/post-large/normalized/zoomcrop/2002337256-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 69546 miles - $22,990",69546.0,2002337256.0,1FA6P8TH4G5220900,,,,," $22,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
407,2011 Ford Mustang,2011.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002336049/post-large/normalized/zoomcrop/2002336049-edc-02.jpg,Ford,"Used 2011 Ford Mustang Premium with 56891 miles - $18,590",56891.0,2002336049.0,1ZVBP8AM0B5166932,,,,," $18,590",2011 Ford Mustang Premium,Premium
408,2018 Ford Mustang,2018.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002317571/post-large/normalized/zoomcrop/2002317571-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 60692 miles - $30,990",60692.0,2002317571.0,1FATP8FFXJ5124676,,,,," $30,990",2018 Ford Mustang GT Premium,GT Premium
409,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002326667/post-large/normalized/zoomcrop/2002326667-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT Premium with 10957 miles - $34,590",10957.0,2002326667.0,1ZVBP8CF5E5251736,,,,," $34,590",2014 Ford Mustang GT Premium,GT Premium
410,2014 Ford Mustang,2014.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002312854/post-large/normalized/zoomcrop/2002312854-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT with 10276 miles - $32,590",10276.0,2002312854.0,1ZVBP8CF2E5290770,,,,," $32,590",2014 Ford Mustang GT,GT
411,2017 Ford Mustang,2017.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002307782/post-large/normalized/zoomcrop/2002307782-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 83459 miles - $21,990",83459.0,2002307782.0,1FATP8UH0H5287657,,,,," $21,990",2017 Ford Mustang EcoBoost Premium,EcoBoost Premium
412,2016 Ford Mustang,2016.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002281442/post-large/normalized/zoomcrop/2002281442-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 51720 miles - $22,990",51720.0,2002281442.0,1FATP8UH0G5310563,,,,," $22,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
413,2018 Ford Mustang,2018.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002286196/post-large/normalized/zoomcrop/2002286196-edc-02.jpg,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 53963 miles - $23,590",53963.0,2002286196.0,1FATP8UH9J5177096,,,,," $23,590",2018 Ford Mustang EcoBoost Premium,EcoBoost Premium
414,2018 Ford Mustang,2018.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002310158/post-large/normalized/zoomcrop/2002310158-edc-02.jpg,Ford,"Used 2018 Ford Mustang EcoBoost with 30207 miles - $25,590",30207.0,2002310158.0,1FA6P8TH7J5170355,,,,," $25,590",2018 Ford Mustang EcoBoost,EcoBoost
415,2014 Ford Mustang,2014.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002338625/post-large/normalized/zoomcrop/2002338625-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 89671 miles - $17,590",89671.0,2002338625.0,1ZVBP8EM7E5287049,,,,," $17,590",2014 Ford Mustang V6,V6
418,2009 Ford Mustang,2009.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002321743/post-large/normalized/zoomcrop/2002321743-edc-02.jpg,Ford,"Used 2009 Ford Mustang GT Premium with 64104 miles - $21,590",64104.0,2002321743.0,1ZVHT82H495142330,,,,," $21,590",2009 Ford Mustang GT Premium,GT Premium
419,2018 Ford Mustang,2018.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002300145/post-large/normalized/zoomcrop/2002300145-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT with 86977 miles - $27,590",86977.0,2002300145.0,1FA6P8CF7J5120893,,,,," $27,590",2018 Ford Mustang GT,GT
420,2012 Ford Mustang,2012.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002247533/post-large/normalized/zoomcrop/2002247533-edc-02.jpg,Ford,"Used 2012 Ford Mustang Boss 302 with 10420 miles - $39,590",10420.0,2002247533.0,1ZVBP8CUXC5220283,,,,," $39,590",2012 Ford Mustang Boss 302,Boss 302
421,2019 Ford Mustang,2019.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002247832/post-large/normalized/zoomcrop/2002247832-edc-02.jpg,Ford,"Used 2019 Ford Mustang GT Premium with 37697 miles - $37,990",37697.0,2002247832.0,1FA6P8CF5K5158155,,,,," $37,990",2019 Ford Mustang GT Premium,GT Premium
422,2016 Ford Mustang,2016.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002342519/post-large/normalized/zoomcrop/2002342519-edc-02.jpg,Ford,"Used 2016 Ford Mustang V6 with 48730 miles - $24,590",48730.0,2002342519.0,1FA6P8AM3G5318803,,,,," $24,590",2016 Ford Mustang V6,V6
423,2020 Ford Mustang,2020.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002295866/post-large/normalized/zoomcrop/2002295866-edc-02.jpg,Ford,"Used 2020 Ford Mustang EcoBoost Premium with 12790 miles - $30,590",12790.0,2002295866.0,1FA6P8TH2L5153949,,,,," $30,590",2020 Ford Mustang EcoBoost Premium,EcoBoost Premium
424,2016 Ford Mustang,2016.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002312592/post-large/normalized/zoomcrop/2002312592-edc-02.jpg,Ford,"Used 2016 Ford Mustang V6 with 59616 miles - $22,590",59616.0,2002312592.0,1FA6P8AM0G5322355,,,,," $22,590",2016 Ford Mustang V6,V6
425,2013 Ford Mustang,2013.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002248818/post-large/normalized/zoomcrop/2002248818-edc-02.jpg,Ford,"Used 2013 Ford Mustang V6 Premium with 97228 miles - $16,590",97228.0,2002248818.0,1ZVBP8EM2D5209521,,,,," $16,590",2013 Ford Mustang V6 Premium,V6 Premium
426,2017 Ford Mustang,2017.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002307782/post-large/normalized/zoomcrop/2002307782-edc-02.jpg,Ford,"Used 2017 Ford Mustang EcoBoost Premium with 83459 miles - $21,990",83459.0,2002307782.0,1FATP8UH0H5287657,,,,," $21,990",2017 Ford Mustang EcoBoost Premium,EcoBoost Premium
427,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002331813/post-large/normalized/zoomcrop/2002331813-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 83315 miles - $17,990",83315.0,2002331813.0,1ZVBP8EM1E5326945,,,,," $17,990",2014 Ford Mustang V6,V6
428,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002366538/post-large/normalized/zoomcrop/2002366538-edc-02.jpg,Ford,"Used 2016 Ford Mustang GT with 44168 miles - $32,990",44168.0,2002366538.0,1FA6P8CF8G5209994,,,,," $32,990",2016 Ford Mustang GT,GT
429,2012 Ford Mustang,2012.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002259307/post-large/normalized/zoomcrop/2002259307-edc-02.jpg,Ford,"Used 2012 Ford Mustang Shelby GT500 with 21057 miles - $44,990",21057.0,2002259307.0,1ZVBP8JS1C5256056,,,,," $44,990",2012 Ford Mustang Shelby GT500,Shelby GT500
430,2018 Ford Mustang,2018.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002330205/post-large/normalized/zoomcrop/2002330205-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 3464 miles - $41,590",3464.0,2002330205.0,1FA6P8CFXJ5101027,,,,," $41,590",2018 Ford Mustang GT Premium,GT Premium
431,2020 Ford Mustang,2020.0,Ford,Mustang,Black,//cdnblob.fastly.carvana.io/2002321692/post-large/normalized/zoomcrop/2002321692-edc-02.jpg,Ford,"Used 2020 Ford Mustang Shelby GT350 with 10822 miles - $68,590",10822.0,2002321692.0,1FA6P8JZ1L5550032,,,,," $68,590",2020 Ford Mustang Shelby GT350,Shelby GT350
432,2014 Ford Mustang,2014.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002338625/post-large/normalized/zoomcrop/2002338625-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 with 89671 miles - $17,590",89671.0,2002338625.0,1ZVBP8EM7E5287049,,,,," $17,590",2014 Ford Mustang V6,V6
433,2018 Ford Mustang,2018.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002286196/post-large/normalized/zoomcrop/2002286196-edc-02.jpg,Ford,"Used 2018 Ford Mustang EcoBoost Premium with 53963 miles - $23,590",53963.0,2002286196.0,1FATP8UH9J5177096,,,,," $23,590",2018 Ford Mustang EcoBoost Premium,EcoBoost Premium
434,2016 Ford Mustang,2016.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002196320/post-large/normalized/zoomcrop/2002196320-edc-02.jpg,Ford,"Used 2016 Ford Mustang GT Premium with 51410 miles - $28,990",51410.0,2002196320.0,1FA6P8CF7G5310587,,,,," $28,990",2016 Ford Mustang GT Premium,GT Premium
435,2020 Ford Mustang,2020.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002315736/post-large/normalized/zoomcrop/2002315736-edc-02.jpg,Ford,"Used 2020 Ford Mustang GT Premium with 10250 miles - $43,590",10250.0,2002315736.0,1FA6P8CF6L5127238,,,,," $43,590",2020 Ford Mustang GT Premium,GT Premium
436,2014 Ford Mustang,2014.0,Ford,Mustang,Blue,//cdnblob.fastly.carvana.io/2002326667/post-large/normalized/zoomcrop/2002326667-edc-02.jpg,Ford,"Used 2014 Ford Mustang GT Premium with 10957 miles - $34,590",10957.0,2002326667.0,1ZVBP8CF5E5251736,,,,," $34,590",2014 Ford Mustang GT Premium,GT Premium
437,2015 Ford Mustang,2015.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002278669/post-large/normalized/zoomcrop/2002278669-edc-02.jpg,Ford,"Used 2015 Ford Mustang EcoBoost with 94817 miles - $20,590",94817.0,2002278669.0,1FA6P8THXF5430481,,,,," $20,590",2015 Ford Mustang EcoBoost,EcoBoost
440,2019 Ford Mustang,2019.0,Ford,Mustang,Green,//cdnblob.fastly.carvana.io/2002360837/post-large/normalized/zoomcrop/2002360837-edc-02.jpg,Ford,"Used 2019 Ford Mustang BULLITT with 5351 miles - $48,990",5351.0,2002360837.0,1FA6P8K04K5502183,,,,," $48,990",2019 Ford Mustang BULLITT,BULLITT
441,2016 Ford Mustang,2016.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002281442/post-large/normalized/zoomcrop/2002281442-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 51720 miles - $22,990",51720.0,2002281442.0,1FATP8UH0G5310563,,,,," $22,990",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
442,2018 Ford Mustang,2018.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002249333/post-large/normalized/zoomcrop/2002249333-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 41577 miles - $32,990",41577.0,2002249333.0,1FA6P8CF1J5184217,,,,," $32,990",2018 Ford Mustang GT Premium,GT Premium
443,2019 Ford Mustang,2019.0,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002250785/post-large/normalized/zoomcrop/2002250785-edc-02.jpg,Ford,"Used 2019 Ford Mustang EcoBoost with 12708 miles - $26,590",12708.0,2002250785.0,1FA6P8TH0K5200930,,,,," $26,590",2019 Ford Mustang EcoBoost,EcoBoost
444,2018 Ford Mustang,2018.0,Ford,Mustang,Red,//cdnblob.fastly.carvana.io/2002317571/post-large/normalized/zoomcrop/2002317571-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT Premium with 60692 miles - $30,990",60692.0,2002317571.0,1FATP8FFXJ5124676,,,,," $30,990",2018 Ford Mustang GT Premium,GT Premium
445,2014 Ford Mustang,2014.0,Ford,Mustang,Silver,//cdnblob.fastly.carvana.io/2002258810/post-large/normalized/zoomcrop/2002258810-edc-02.jpg,Ford,"Used 2014 Ford Mustang V6 Premium with 25994 miles - $21,590",25994.0,2002258810.0,1ZVBP8AM9E5202296,,,,," $21,590",2014 Ford Mustang V6 Premium,V6 Premium
446,2016 Ford Mustang,2016.0,Ford,Mustang,White,//cdnblob.fastly.carvana.io/2002294106/post-large/normalized/zoomcrop/2002294106-edc-02.jpg,Ford,"Used 2016 Ford Mustang EcoBoost Premium with 95976 miles - $21,590",95976.0,2002294106.0,1FA6P8TH4G5257767,,,,," $21,590",2016 Ford Mustang EcoBoost Premium,EcoBoost Premium
